23043	1191
23043	10142
2823	8875
2823	3359
3671	9218
3671	22836
408	4131
408	6622
408	5144
408	185
408	728
54165	374454
54165	3848
54165	874
54165	3852
4173	4998
4173	5001
4173	1017
4173	8318
4173	8900
4173	7412
8318	4998
8318	5001
8318	1017
8318	1029
718	7018
718	727
718	3075
718	284161
80323	1063
80323	10142
4036	1191
4036	350
4036	4023
22806	10142
22806	2669
22806	51686
1832	1017
1832	3848
1832	1823
1832	3713
1832	5317
1832	3868
23299	1780
23299	4747
728	727
8991	367
8991	51686
10142	4105
10142	5577
57520	1063
57520	9413
57520	8900
11326	2710
11326	55711
2710	347
2710	3043
2710	563
2710	340547
3698	124220
3698	284161
284161	7018
284161	3043
284161	3240
3075	7704
1152	1017
1152	140462
1152	5321
1152	1158
185	84920
6622	4131
6622	1410
3848	374454
3848	890
3848	3852
3848	3713
3848	7412
5001	4998
1780	4163
8349	1017
8349	3575
3575	7536
9055	1017
9055	891
9055	890
9055	2305
8900	1017
8900	4163
8900	890
8900	6502
5321	1017
5321	890
1823	1017
1823	1828
1823	5317
9413	21
874	873
55872	57562
55872	22836
84920	340547
55711	8875
727	730
7536	7412
1029	8626
7704	2146
7704	367
7704	540
140462	1158
4131	1410
2669	3881
2669	350
9218	347
9218	7412
nan	2146
nan	367
3881	3854
3881	3853
3881	374454
3881	3852
701	4085
701	890
540	1191
540	3240
5144	1017
5144	4105
3240	8626
3240	3043
1017	4998
1017	891
1017	2146
1017	4069
1017	347
1017	1828
1017	890
1017	6502
1017	3043
1017	563
1017	2305
8875	347
4163	873
1828	5317
3359	21
124220	5577
1191	4069
1191	730
4998	890
4998	6502
51686	1410
8626	3852
890	4085
890	6502
4747	367
4747	1410
367	2146
367	6502
5317	3861
22836	891
2305	891
1410	4069
3868	3852
57562	4023
3854	3860
3852	3861
3860	3853
891	6502
